miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-30a	hg38:chr6:71403554-71403575:-	577	146.240887	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403576:-	2827	716.504311	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403579:-	1	0.253450	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403574:-	11	2.787955	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403575:-	1071	271.445390	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403576:-	3948	1000.622221	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403574:-	1	0.253450	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403575:-	141	35.736508	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403576:-	674	170.825577	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403557-71403575:-	22	5.575909	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403557-71403576:-	209	52.971136	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403558-71403575:-	1	0.253450	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403558-71403576:-	17	4.308657	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403559-71403576:-	4	1.013802	Y	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403560-71403576:-	2	0.506901	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403561-71403576:-	2	0.506901	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403591-71403617:-	1	0.253450	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403592-71403615:-	4	1.013802	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403592-71403616:-	2	0.506901	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403592-71403617:-	7	1.774153	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403615:-	4	1.013802	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403616:-	100	25.345041	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403617:-	6750	1710.790271	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403618:-	1	0.253450	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403615:-	1	0.253450	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403616:-	46	11.658719	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403617:-	6821	1728.785250	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403615:-	4	1.013802	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403616:-	101	25.598491	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403617:-	43358	10989.102900	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403618:-	3	0.760351	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403596-71403616:-	2	0.506901	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403596-71403617:-	2526	640.215737	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403597-71403616:-	1	0.253450	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403597-71403617:-	192	48.662479	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403598-71403617:-	104	26.358843	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403599-71403617:-	2	0.506901	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403617-71403638:-	1	0.253450	N	precursor
hsa-mir-30b	hg38:chr8:134800531-134800554:-	2	0.506901	N	mature,MIMAT0004589
hsa-mir-30b	hg38:chr8:134800532-134800554:-	6	1.520702	N	mature,MIMAT0004589
hsa-mir-30b	hg38:chr8:134800533-134800554:-	7	1.774153	N	mature,MIMAT0004589
hsa-mir-30b	hg38:chr8:134800534-134800554:-	3	0.760351	N	mature,MIMAT0004589
hsa-mir-30b	hg38:chr8:134800569-134800592:-	1	0.253450	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800570-134800592:-	569	144.213284	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800571-134800592:-	169	42.833119	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800572-134800592:-	41	10.391467	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800573-134800592:-	3	0.760351	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800574-134800592:-	1	0.253450	Y	mature,MIMAT0000420
hsa-mir-30c-1	hg38:chr1:40757300-40757319:+	5	1.267252	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757320:+	5	1.267252	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757321:+	151	38.271012	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757322:+	137	34.722706	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757323:+	701	177.668738	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757324:+	574	145.480536	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757339-40757358:+	1	0.253450	N	mature,MIMAT0004674
hsa-mir-30c-1	hg38:chr1:40757339-40757361:+	1	0.253450	N	mature,MIMAT0004674
hsa-mir-30c-2	hg38:chr6:71376963-71376986:-	1	0.253450	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376964-71376986:-	45	11.405268	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376966-71376986:-	1	0.253450	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376968-71376986:-	2	0.506901	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71377002-71377026:-	617	156.378903	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377002-71377027:-	2	0.506901	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377003-71377024:-	1	0.253450	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377003-71377026:-	728	184.511899	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377003-71377027:-	1	0.253450	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377004-71377026:-	123	31.174400	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377005-71377026:-	139	35.229607	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377006-71377026:-	4	1.013802	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377007-71377026:-	2	0.506901	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377008-71377026:-	1	0.253450	Y	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377026-71377050:-	1	0.253450	N	precursor
hsa-mir-30d	hg38:chr8:134804878-134804900:-	4	1.013802	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804878-134804901:-	6	1.520702	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804879-134804901:-	3	0.760351	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804880-134804901:-	4	1.013802	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804883-134804901:-	1	0.253450	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804917-134804941:-	2129	539.595924	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804918-134804941:-	1650	418.193177	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804919-134804941:-	22724	5759.407129	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804919-134804942:-	4	1.013802	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804920-134804941:-	632	160.180659	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804921-134804941:-	156	39.538264	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804922-134804941:-	138	34.976157	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804941-134804960:-	2	0.506901	N	precursor
hsa-mir-30d	hg38:chr8:134804941-134804961:-	2	0.506901	N	precursor
hsa-mir-30e	hg38:chr1:40754370-40754394:+	1	0.253450	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754389:+	9	2.281054	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754390:+	3522	892.652346	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754391:+	121	30.667500	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754392:+	1191	301.859439	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754393:+	6715	1701.919507	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754394:+	4188	1061.450319	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754395:+	4233	1072.855588	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754396:+	9	2.281054	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754397:+	11	2.787955	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754390:+	10	2.534504	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754391:+	24	6.082810	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754392:+	31	7.856963	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754393:+	304	77.048925	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754394:+	985	249.648654	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754395:+	3349	848.805425	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754396:+	243	61.588450	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754397:+	226	57.279793	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754398:+	2	0.506901	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754400:+	1	0.253450	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754373-40754393:+	1	0.253450	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754373-40754394:+	1	0.253450	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754373-40754395:+	1	0.253450	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754373-40754396:+	3	0.760351	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754373-40754397:+	5	1.267252	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754374-40754393:+	1	0.253450	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754374-40754397:+	3	0.760351	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754395-40754413:+	1	0.253450	N	stemloop
hsa-mir-30e	hg38:chr1:40754407-40754434:+	1	0.253450	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754408-40754434:+	1	0.253450	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754411-40754432:+	1	0.253450	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754412-40754432:+	2	0.506901	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754412-40754433:+	3	0.760351	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754412-40754434:+	22	5.575909	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754412-40754435:+	6	1.520702	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754430:+	4	1.013802	Y	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754431:+	59	14.953574	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754432:+	579	146.747788	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754433:+	3488	884.035032	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754434:+	9573	2426.280780	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754435:+	4285	1086.035009	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754436:+	19	4.815558	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754430:+	1	0.253450	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754432:+	1	0.253450	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754433:+	27	6.843161	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754434:+	83	21.036384	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754435:+	58	14.700124	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754436:+	1	0.253450	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754415-40754433:+	1	0.253450	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754415-40754434:+	1	0.253450	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754415-40754435:+	7	1.774153	N	mature,MIMAT0000693
hsa-mir-3126	hg38:chr2:69103727-69103748:+	1	0.253450	N	mature,MIMAT0015377
hsa-mir-3127	hg38:chr2:96798288-96798309:+	1	0.253450	N	mature,MIMAT0014990
hsa-mir-3127	hg38:chr2:96798288-96798310:+	1	0.253450	N	mature,MIMAT0014990
hsa-mir-3127	hg38:chr2:96798288-96798311:+	3	0.760351	N	mature,MIMAT0014990
hsa-mir-3130-1	hg38:chr2:206783278-206783297:-	9	2.281054	N	mature,MIMAT0014995
hsa-mir-3130-2	hg38:chr2:206783246-206783265:+	9	2.281054	N	mature,MIMAT0014995
hsa-mir-3130-2	hg38:chr2:206783246-206783268:+	2	0.506901	N	mature,MIMAT0014995
hsa-mir-3131	hg38:chr2:219058729-219058748:-	1	0.253450	N	mature,MIMAT0014996
hsa-mir-3136	hg38:chr3:69049005-69049027:-	1	0.253450	N	mature,MIMAT0015003
hsa-mir-3161	hg38:chr11:48096791-48096813:+	1	0.253450	N	mature,MIMAT0015035
hsa-mir-3170	hg38:chr13:98208533-98208555:+	2	0.506901	N	mature,MIMAT0015045
hsa-mir-3173	hg38:chr14:95137959-95137982:-	2	0.506901	N	mature,MIMAT0019214
hsa-mir-3174	hg38:chr15:90006764-90006787:+	1	0.253450	N	mature,MIMAT0015051
hsa-mir-3174	hg38:chr15:90006812-90006833:+	1	0.253450	N	unannotated
hsa-mir-3177	hg38:chr16:1735038-1735059:+	1	0.253450	N	mature,MIMAT0015054
hsa-mir-3188	hg38:chr19:18282129-18282150:+	1	0.253450	N	mature,MIMAT0015070
hsa-mir-3190	hg38:chr19:47226953-47226974:+	1	0.253450	N	mature,MIMAT0015073
hsa-mir-3199-1	hg38:chr22:27920539-27920561:-	1	0.253450	N	unannotated
hsa-mir-3199-1	hg38:chr22:27920578-27920600:-	1	0.253450	N	mature,MIMAT0015084
hsa-mir-32	hg38:chr9:109046232-109046253:-	10	2.534504	N	mature,MIMAT0004505
hsa-mir-32	hg38:chr9:109046232-109046254:-	2	0.506901	N	mature,MIMAT0004505
hsa-mir-32	hg38:chr9:109046233-109046253:-	2	0.506901	N	mature,MIMAT0004505
hsa-mir-32	hg38:chr9:109046271-109046294:-	7	1.774153	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046272-109046294:-	10	2.534504	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046273-109046294:-	56	14.193223	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046274-109046294:-	119	30.160599	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046274-109046295:-	3	0.760351	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046294-109046313:-	4	1.013802	N	precursor
hsa-mir-32	hg38:chr9:109046294-109046314:-	1	0.253450	N	precursor
hsa-mir-3200	hg38:chr22:30731568-30731591:+	1	0.253450	N	mature,MIMAT0017392
hsa-mir-3200	hg38:chr22:30731610-30731630:+	1	0.253450	N	mature,MIMAT0015085
hsa-mir-3200	hg38:chr22:30731610-30731631:+	4	1.013802	N	mature,MIMAT0015085
hsa-mir-3200	hg38:chr22:30731610-30731632:+	6	1.520702	N	mature,MIMAT0015085
hsa-mir-3200	hg38:chr22:30731610-30731633:+	14	3.548306	N	mature,MIMAT0015085
hsa-mir-3200	hg38:chr22:30731610-30731634:+	2	0.506901	N	mature,MIMAT0015085
hsa-mir-320a	hg38:chr8:22244972-22244995:-	1	0.253450	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244972-22244996:-	1	0.253450	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244972-22244997:-	19	4.815558	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244973-22244995:-	2	0.506901	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244973-22244996:-	36	9.124215	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244973-22244997:-	289	73.247169	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244974-22244992:-	1	0.253450	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244974-22244995:-	2	0.506901	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244974-22244996:-	48	12.165620	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244974-22244997:-	581	147.254689	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244974-22244998:-	1	0.253450	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244975-22244995:-	3	0.760351	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244975-22244996:-	40	10.138016	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244975-22244997:-	1194	302.619790	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244975-22244998:-	12	3.041405	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244976-22244996:-	4	1.013802	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244976-22244997:-	83	21.036384	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244976-22244998:-	5	1.267252	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244977-22244997:-	3	0.760351	Y	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244983-22245009:-	1	0.253450	N	mature,MIMAT0000510
hsa-mir-320b-1	hg38:chr1:116671786-116671808:+	1	0.253450	N	mature,MIMAT0005792
hsa-mir-320b-1	hg38:chr1:116671787-116671809:+	2	0.506901	N	mature,MIMAT0005792
hsa-mir-320b-1	hg38:chr1:116671787-116671810:+	1	0.253450	N	mature,MIMAT0005792
hsa-mir-320b-2	hg38:chr1:224257051-224257071:-	3	0.760351	Y	mature,MIMAT0005792
hsa-mir-320c-1	hg38:chr18:21683559-21683579:+	1	0.253450	N	mature,MIMAT0005793
hsa-mir-320c-1	hg38:chr18:21683559-21683581:+	1	0.253450	N	mature,MIMAT0005793
hsa-mir-320c-1	hg38:chr18:21683559-21683582:+	2	0.506901	N	mature,MIMAT0005793
hsa-mir-320c-2	hg38:chr18:24321716-24321738:+	2	0.506901	N	mature,MIMAT0005793
hsa-mir-320d-1	hg38:chr13:40727827-40727847:-	1	0.253450	N	mature,MIMAT0006764
hsa-mir-323a	hg38:chr14:101025727-101025747:+	1	0.253450	N	precursor
hsa-mir-323a	hg38:chr14:101025728-101025747:+	4	1.013802	N	precursor
hsa-mir-323a	hg38:chr14:101025747-101025768:+	1	0.253450	N	mature,MIMAT0004696
hsa-mir-323a	hg38:chr14:101025747-101025769:+	1	0.253450	N	mature,MIMAT0004696
hsa-mir-323a	hg38:chr14:101025780-101025803:+	2	0.506901	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025781-101025801:+	5	1.267252	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025781-101025802:+	86	21.796735	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025781-101025803:+	1114	282.343757	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025781-101025804:+	8	2.027603	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025782-101025801:+	9	2.281054	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025782-101025802:+	111	28.132996	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025782-101025803:+	2163	548.213238	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025782-101025804:+	33	8.363864	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025782-101025805:+	9	2.281054	N	mature,MIMAT0000755
hsa-mir-323a	hg38:chr14:101025784-101025803:+	1	0.253450	N	mature,MIMAT0000755
hsa-mir-323b	hg38:chr14:101056233-101056254:+	2	0.506901	N	mature,MIMAT0001630
hsa-mir-323b	hg38:chr14:101056233-101056255:+	1	0.253450	N	mature,MIMAT0001630
hsa-mir-323b	hg38:chr14:101056267-101056290:+	1	0.253450	N	mature,MIMAT0015050
hsa-mir-323b	hg38:chr14:101056268-101056290:+	1	0.253450	N	mature,MIMAT0015050
hsa-mir-323b	hg38:chr14:101056269-101056287:+	1	0.253450	N	mature,MIMAT0015050
hsa-mir-323b	hg38:chr14:101056269-101056288:+	24	6.082810	N	mature,MIMAT0015050
hsa-mir-323b	hg38:chr14:101056269-101056289:+	749	189.834357	N	mature,MIMAT0015050
hsa-mir-323b	hg38:chr14:101056269-101056290:+	3535	895.947201	N	mature,MIMAT0015050
hsa-mir-323b	hg38:chr14:101056269-101056291:+	53	13.432872	N	mature,MIMAT0015050
hsa-mir-323b	hg38:chr14:101056269-101056292:+	12	3.041405	N	mature,MIMAT0015050
hsa-mir-323b	hg38:chr14:101056270-101056289:+	3	0.760351	N	mature,MIMAT0015050
hsa-mir-323b	hg38:chr14:101056270-101056290:+	18	4.562107	N	mature,MIMAT0015050
hsa-mir-324	hg38:chr17:7223283-7223308:-	1	0.253450	N	precursor
hsa-mir-324	hg38:chr17:7223308-7223328:-	1	0.253450	N	mature,MIMAT0000762
hsa-mir-324	hg38:chr17:7223308-7223329:-	1	0.253450	N	mature,MIMAT0000762
hsa-mir-324	hg38:chr17:7223308-7223330:-	32	8.110413	N	mature,MIMAT0000762
hsa-mir-324	hg38:chr17:7223309-7223330:-	3	0.760351	N	mature,MIMAT0000762
hsa-mir-324	hg38:chr17:7223310-7223330:-	1	0.253450	N	mature,MIMAT0000762
hsa-mir-324	hg38:chr17:7223341-7223365:-	5	1.267252	N	mature,MIMAT0000761
hsa-mir-324	hg38:chr17:7223342-7223365:-	40	10.138016	N	mature,MIMAT0000761
hsa-mir-324	hg38:chr17:7223343-7223365:-	25	6.336260	N	mature,MIMAT0000761
hsa-mir-324	hg38:chr17:7223344-7223365:-	7	1.774153	N	mature,MIMAT0000761
hsa-mir-324	hg38:chr17:7223345-7223365:-	1	0.253450	N	mature,MIMAT0000761
hsa-mir-324	hg38:chr17:7223365-7223385:-	1	0.253450	N	precursor
hsa-mir-326	hg38:chr11:75335109-75335128:-	1	0.253450	N	mature,MIMAT0000756
hsa-mir-328	hg38:chr16:67202327-67202348:-	2	0.506901	N	mature,MIMAT0000752
hsa-mir-328	hg38:chr16:67202327-67202349:-	402	101.887065	N	mature,MIMAT0000752
hsa-mir-328	hg38:chr16:67202328-67202349:-	30	7.603512	N	mature,MIMAT0000752
hsa-mir-328	hg38:chr16:67202329-67202349:-	1	0.253450	N	mature,MIMAT0000752
hsa-mir-328	hg38:chr16:67202330-67202349:-	2	0.506901	N	mature,MIMAT0000752
hsa-mir-328	hg38:chr16:67202389-67202409:-	4	1.013802	N	precursor
hsa-mir-328	hg38:chr16:67202389-67202410:-	1	0.253450	N	precursor
hsa-mir-328	hg38:chr16:67202390-67202409:-	5	1.267252	N	precursor
hsa-mir-328	hg38:chr16:67202390-67202410:-	1	0.253450	N	precursor
hsa-mir-328	hg38:chr16:67202390-67202420:-	1	0.253450	N	precursor
hsa-mir-329-1	hg38:chr14:101026776-101026797:+	4	1.013802	N	precursor
hsa-mir-329-1	hg38:chr14:101026777-101026797:+	2	0.506901	N	precursor
hsa-mir-329-1	hg38:chr14:101026778-101026797:+	1	0.253450	N	precursor
hsa-mir-329-1	hg38:chr14:101026797-101026819:+	1	0.253450	N	mature,MIMAT0026555
hsa-mir-329-1	hg38:chr14:101026811-101026834:+	1	0.253450	N	mature,MIMAT0026555
hsa-mir-329-1	hg38:chr14:101026834-101026854:+	9	2.281054	N	mature,MIMAT0001629
hsa-mir-329-1	hg38:chr14:101026834-101026855:+	12	3.041405	N	mature,MIMAT0001629
hsa-mir-329-1	hg38:chr14:101026834-101026856:+	51	12.925971	N	mature,MIMAT0001629
hsa-mir-329-1	hg38:chr14:101026834-101026857:+	3	0.760351	N	mature,MIMAT0001629
hsa-mir-329-1	hg38:chr14:101026835-101026854:+	1	0.253450	N	mature,MIMAT0001629
hsa-mir-329-1	hg38:chr14:101026835-101026856:+	7	1.774153	N	mature,MIMAT0001629
hsa-mir-329-1	hg38:chr14:101026835-101026857:+	1	0.253450	N	mature,MIMAT0001629
hsa-mir-329-1	hg38:chr14:101026836-101026856:+	1	0.253450	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027093-101027114:+	5	1.267252	N	precursor
hsa-mir-329-2	hg38:chr14:101027094-101027113:+	1	0.253450	N	precursor
hsa-mir-329-2	hg38:chr14:101027094-101027114:+	3	0.760351	N	precursor
hsa-mir-329-2	hg38:chr14:101027095-101027114:+	2	0.506901	N	precursor
hsa-mir-329-2	hg38:chr14:101027114-101027135:+	1	0.253450	N	mature,MIMAT0026555
hsa-mir-329-2	hg38:chr14:101027114-101027136:+	3	0.760351	N	mature,MIMAT0026555
hsa-mir-329-2	hg38:chr14:101027114-101027137:+	1	0.253450	N	mature,MIMAT0026555
hsa-mir-329-2	hg38:chr14:101027150-101027172:+	1	0.253450	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027150-101027173:+	1	0.253450	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027151-101027171:+	9	2.281054	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027151-101027172:+	15	3.801756	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027151-101027173:+	53	13.432872	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027151-101027174:+	2	0.506901	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027152-101027172:+	2	0.506901	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027152-101027173:+	13	3.294855	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027152-101027174:+	2	0.506901	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027153-101027172:+	1	0.253450	N	mature,MIMAT0001629
hsa-mir-329-2	hg38:chr14:101027153-101027173:+	1	0.253450	N	mature,MIMAT0001629
hsa-mir-330	hg38:chr19:45639007-45639030:-	1	0.253450	N	mature,MIMAT0000751
hsa-mir-330	hg38:chr19:45639007-45639031:-	3	0.760351	N	mature,MIMAT0000751
hsa-mir-330	hg38:chr19:45639010-45639031:-	1	0.253450	N	mature,MIMAT0000751
hsa-mir-330	hg38:chr19:45639011-45639031:-	5	1.267252	N	mature,MIMAT0000751
hsa-mir-330	hg38:chr19:45639011-45639032:-	7	1.774153	N	mature,MIMAT0000751
